customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
18097,8,6,2697.8,1,1,1,111,Hibernating
17450,9,46,194550.79,1,1,1,111,Hibernating
14287,9,3,176.63,1,2,5,125,Needs Attention
18077,9,11,2633.01,1,1,1,111,Hibernating
15500,9,4,1131.56,1,2,2,122,Hibernating
16156,9,9,3122.04,1,1,1,111,Hibernating
15687,9,9,2993.1,1,1,1,111,Hibernating
17381,9,29,20275.61,1,1,1,111,Hibernating
12664,9,9,4881.88,1,1,1,111,Hibernating
14659,9,9,2529.93,1,1,1,111,Hibernating
17350,9,4,1286.07,1,2,2,122,Hibernating
14309,9,9,2352.53,1,1,1,111,Hibernating
17014,9,3,586.33,1,2,3,123,Needs Attention
15021,9,9,1914.82,1,1,2,112,Hibernating
17293,9,9,1875.11,1,1,2,112,Hibernating
14960,9,2,221.27,1,4,5,145,Needs Attention
15948,9,2,955.24,1,3,2,132,Needs Attention
15060,9,4,303.09,1,2,4,124,Needs Attention
13159,9,4,1437.85,1,2,2,122,Hibernating
16966,9,7,2154.97,1,1,1,111,Hibernating
16145,9,11,3799.49,1,1,1,111,Hibernating
17426,9,6,5037.26,1,1,1,111,Hibernating
16169,9,4,1822.97,1,2,2,122,Hibernating
15101,9,2,317.53,1,4,4,144,Needs Attention
14655,9,4,1932.23,1,2,2,122,Hibernating
18122,9,6,1826.21,1,1,2,112,Hibernating
16839,9,34,16594.35,1,1,1,111,Hibernating
16789,9,1,80.8,1,5,5,155,Needs Attention
16938,9,4,2736.38,1,2,1,121,Hibernating
15373,9,12,2415.91,1,1,1,111,Hibernating
17115,9,3,837.5,1,3,3,133,Needs Attention
16700,9,13,5076.55,1,1,1,111,Hibernating
15028,9,4,627.13,1,2,3,123,Needs Attention
12963,9,8,1856.63,1,1,2,112,Hibernating
14289,9,6,911.26,1,1,3,113,Needs Attention
16701,9,13,5398.3,1,1,1,111,Hibernating
14732,9,8,2702.49,1,1,1,111,Hibernating
14262,9,8,2618.23,1,1,1,111,Hibernating
12919,9,6,1335.19,1,1,2,112,Hibernating
16119,9,2,423.36,1,3,4,134,Needs Attention
13090,9,14,8910.82,1,1,1,111,Hibernating
16496,9,3,1599.52,1,3,2,132,Needs Attention
14440,9,5,2357.68,1,2,1,121,Hibernating
15434,9,5,1041.48,1,2,2,122,Hibernating
15172,9,5,1624.05,1,2,2,122,Hibernating
12951,9,6,1064.07,1,1,2,112,Hibernating
15531,9,2,2007.44,1,3,2,132,Needs Attention
16011,9,16,3362.71,1,1,1,111,Hibernating
14367,9,16,9261.52,1,1,1,111,Hibernating
15144,9,17,6580.44,1,1,1,111,Hibernating
14178,9,7,1620.93,1,1,2,112,Hibernating
13509,9,7,979.72,1,1,2,112,Hibernating
14146,9,5,4191.0,1,2,1,121,Hibernating
15380,9,5,1690.26,1,2,2,122,Hibernating
17321,9,2,700.86,1,3,3,133,Needs Attention
15904,9,1,164.68,1,5,5,155,Needs Attention
17566,9,2,901.21,1,3,3,133,Needs Attention
17576,9,19,3622.68,1,1,1,111,Hibernating
14047,9,5,1308.61,1,2,2,122,Hibernating
15993,9,7,2797.57,1,1,1,111,Hibernating
16242,9,7,3603.21,1,1,1,111,Hibernating
12562,9,7,3781.74,1,1,1,111,Hibernating
12572,9,2,1020.42,1,3,2,132,Needs Attention
16376,9,2,987.01,1,3,2,132,Needs Attention
15951,9,2,708.22,1,3,3,133,Needs Attention
14766,9,6,2473.37,1,1,1,111,Hibernating
13040,9,2,676.99,1,3,3,133,Needs Attention
13854,9,25,8109.52,1,1,1,111,Hibernating
14869,9,2,725.7,1,3,3,133,Needs Attention
14243,9,10,2588.77,1,1,1,111,Hibernating
16813,9,10,1692.98,1,1,2,112,Hibernating
12553,9,10,3692.28,1,1,1,111,Hibernating
14804,9,1,353.27,1,4,4,144,Needs Attention
17937,9,7,4301.22,1,1,1,111,Hibernating
15862,9,4,832.88,1,2,3,123,Needs Attention
12901,9,28,17654.54,1,1,1,111,Hibernating
17768,9,3,2273.18,1,2,1,121,Hibernating
15602,9,9,1297.87,1,1,2,112,Hibernating
14298,9,44,51527.3,1,1,1,111,Hibernating
14299,9,9,3965.62,1,1,1,111,Hibernating
15414,10,3,774.9,1,3,3,133,Needs Attention
14156,10,55,117379.63,1,1,1,111,Hibernating
13255,10,2,399.51,1,3,4,134,Needs Attention
13012,10,8,1661.84,1,1,2,112,Hibernating
17502,10,4,689.1,1,2,3,123,Needs Attention
15680,10,3,1333.68,1,3,2,132,Needs Attention
15611,10,13,1591.45,1,1,2,112,Hibernating
15152,10,13,4745.69,1,1,1,111,Hibernating
16241,10,13,2607.87,1,1,1,111,Hibernating
14448,10,2,375.35,1,3,4,134,Needs Attention
15073,10,3,1043.41,1,2,2,122,Hibernating
13203,10,4,869.46,1,2,3,123,Needs Attention
12966,10,1,160.18,1,5,5,155,Needs Attention
12488,10,3,1298.66,1,3,2,132,Needs Attention
14432,10,6,2255.51,1,1,1,111,Hibernating
12429,10,4,3750.4,1,2,1,121,Hibernating
15654,10,2,922.53,1,3,3,133,Needs Attention
15251,10,11,10484.99,1,1,1,111,Hibernating
16361,10,4,896.66,1,2,3,123,Needs Attention
12524,10,8,4485.72,1,1,1,111,Hibernating
16712,10,11,3645.43,1,1,1,111,Hibernating
16062,10,4,1153.62,1,2,2,122,Hibernating
13362,10,4,3090.74,1,2,1,121,Hibernating
16115,10,8,1667.97,1,1,2,112,Hibernating
17288,10,7,1419.73,1,1,2,112,Hibernating
12598,10,8,3023.08,1,1,1,111,Hibernating
15394,10,4,2183.54,1,2,1,121,Hibernating
12787,10,3,463.66,1,3,4,134,Needs Attention
15467,10,3,524.88,1,3,3,133,Needs Attention
14258,10,9,12669.98,1,1,1,111,Hibernating
14062,10,12,10464.85,1,1,1,111,Hibernating
15903,10,7,5126.76,1,1,1,111,Hibernating
18179,10,6,1793.17,1,1,2,112,Hibernating
13647,10,4,1678.12,1,2,2,122,Hibernating
15039,10,47,19914.44,1,1,1,111,Hibernating
15544,10,9,3546.71,1,1,1,111,Hibernating
14713,10,11,2666.36,1,1,1,111,Hibernating
15782,10,3,2614.74,1,2,1,121,Hibernating
16265,10,9,5447.0,1,1,1,111,Hibernating
13784,10,11,2462.79,1,1,1,111,Hibernating
16657,10,4,933.62,1,2,3,123,Needs Attention
17911,10,1,366.23,1,4,4,144,Needs Attention
14618,10,3,553.44,1,3,3,133,Needs Attention
16915,10,6,621.68,1,1,3,113,Needs Attention
18241,10,17,2073.09,1,1,1,111,Hibernating
14755,10,11,5010.28,1,1,1,111,Hibernating
12630,10,2,1270.88,1,3,2,132,Needs Attention
12784,10,2,574.42,1,3,3,133,Needs Attention
14005,10,5,2874.72,1,2,1,121,Hibernating
15024,10,10,1661.33,1,1,2,112,Hibernating
15444,10,2,1418.26,1,3,2,132,Needs Attention
14893,10,2,1237.85,1,3,2,132,Needs Attention
14385,10,3,202.11,1,2,5,125,Needs Attention
12882,10,2,1463.04,1,3,2,132,Needs Attention
12921,10,37,16587.09,1,1,1,111,Hibernating
16295,10,4,1328.55,1,2,2,122,Hibernating
15113,10,3,3609.33,1,2,1,121,Hibernating
17736,10,3,377.44,1,2,4,124,Needs Attention
18230,10,7,2810.2,1,1,1,111,Hibernating
18058,10,1,170.16,1,5,5,155,Needs Attention
12714,10,5,4708.86,1,2,1,121,Hibernating
14963,10,5,1487.8,1,2,2,122,Hibernating
12528,10,6,1933.48,1,1,2,112,Hibernating
15712,10,5,1072.36,1,2,2,122,Hibernating
12957,10,8,4017.54,1,1,1,111,Hibernating
14540,10,3,996.26,1,2,2,122,Hibernating
17737,10,2,168.24,1,4,5,145,Needs Attention
13658,10,5,2639.17,1,2,1,121,Hibernating
12953,10,1,329.85,1,4,4,144,Needs Attention
15046,10,15,5213.77,1,1,1,111,Hibernating
18158,10,2,453.4,1,3,4,134,Needs Attention
17466,11,2,763.28,1,3,3,133,Needs Attention
14550,11,2,765.62,1,3,3,133,Needs Attention
15239,11,2,780.59,1,3,3,133,Needs Attention
16168,11,27,3787.6,1,1,1,111,Hibernating
18118,11,26,5653.82,1,1,1,111,Hibernating
14180,11,25,4748.52,1,1,1,111,Hibernating
14667,11,25,9241.2,1,1,1,111,Hibernating
15615,11,23,10399.74,1,1,1,111,Hibernating
17306,11,19,8631.31,1,1,1,111,Hibernating
13576,11,18,6717.34,1,1,1,111,Hibernating
14088,11,13,50491.81,1,1,1,111,Hibernating
16782,11,13,2279.9,1,1,1,111,Hibernating
13999,11,12,3901.81,1,1,1,111,Hibernating
14866,11,12,14389.9,1,1,1,111,Hibernating
15218,11,11,5756.89,1,1,1,111,Hibernating
14711,11,11,2868.8,1,1,1,111,Hibernating
16818,11,11,3349.57,1,1,1,111,Hibernating
16775,11,11,1695.66,1,1,2,112,Hibernating
16549,11,10,4154.64,1,1,1,111,Hibernating
13014,11,10,3466.28,1,1,1,111,Hibernating
14349,11,1,133.5,1,5,5,155,Needs Attention
14961,11,9,7044.68,1,1,1,111,Hibernating
14701,11,9,2549.37,1,1,1,111,Hibernating
14390,11,9,4652.82,1,1,1,111,Hibernating
12464,11,8,1212.05,1,1,2,112,Hibernating
13137,11,8,3650.41,1,1,1,111,Hibernating
14388,11,8,3212.84,1,1,1,111,Hibernating
12727,11,7,3980.7,1,1,1,111,Hibernating
17655,11,7,2638.94,1,1,1,111,Hibernating
12627,11,7,4478.53,1,1,1,111,Hibernating
14408,11,7,2606.53,1,1,1,111,Hibernating
13198,11,6,3401.24,1,1,1,111,Hibernating
17682,11,6,2474.33,1,1,1,111,Hibernating
15089,11,6,2420.84,1,1,1,111,Hibernating
15755,11,6,2364.25,1,1,1,111,Hibernating
14419,11,6,1058.06,1,1,2,112,Hibernating
14209,11,6,2073.43,1,1,1,111,Hibernating
14723,11,6,1158.3,1,1,2,112,Hibernating
16992,11,5,1614.31,1,2,2,122,Hibernating
13883,11,5,2674.48,1,2,1,121,Hibernating
12654,11,5,601.98,1,2,3,123,Needs Attention
14321,11,5,1530.75,1,2,2,122,Hibernating
12670,11,5,2996.05,1,2,1,121,Hibernating
12451,11,5,9035.52,1,2,1,121,Hibernating
13928,11,4,464.57,1,2,4,124,Needs Attention
13147,11,4,712.8,1,2,3,123,Needs Attention
14601,11,1,213.96,1,5,5,155,Needs Attention
13428,11,1,218.47,1,5,5,155,Needs Attention
15790,11,1,220.85,1,5,5,155,Needs Attention
14554,11,4,2381.04,1,2,1,121,Hibernating
15783,11,1,246.3,1,5,5,155,Needs Attention
13349,11,1,247.32,1,5,5,155,Needs Attention
17101,11,4,1621.73,1,2,2,122,Hibernating
15148,11,1,301.29,1,4,4,144,Needs Attention
14824,11,4,1127.71,1,2,2,122,Hibernating
13429,11,4,1006.8,1,2,2,122,Hibernating
15206,11,4,420.3,1,2,4,124,Needs Attention
14173,11,4,450.84,1,2,4,124,Needs Attention
15619,11,1,336.4,1,4,4,144,Needs Attention
15197,11,3,1079.61,1,2,2,122,Hibernating
14785,11,2,77.4,1,4,5,145,Needs Attention
14125,11,3,2740.43,1,2,1,121,Hibernating
17468,11,2,137.0,1,4,5,145,Needs Attention
16852,11,2,144.91,1,4,5,145,Needs Attention
17772,11,2,182.77,1,4,5,145,Needs Attention
14836,11,3,102.45,1,2,5,125,Needs Attention
14452,11,2,264.44,1,4,4,144,Needs Attention
12798,11,3,6977.04,1,3,1,131,Needs Attention
15297,11,3,641.94,1,3,3,133,Needs Attention
16479,11,2,300.83,1,4,4,144,Needs Attention
13068,11,2,344.0,1,4,4,144,Needs Attention
13657,11,2,382.14,1,3,4,134,Needs Attention
17711,11,2,385.1,1,3,4,134,Needs Attention
13211,11,3,1197.42,1,3,2,132,Needs Attention
12375,11,2,457.5,1,3,4,134,Needs Attention
13467,11,2,1083.71,1,3,2,132,Needs Attention
13496,11,2,653.33,1,3,3,133,Needs Attention
14704,12,9,1546.91,1,1,2,112,Hibernating
15561,12,4,800.59,1,2,3,123,Needs Attention
13004,12,18,5655.91,1,1,1,111,Hibernating
15511,12,5,909.23,1,2,3,123,Needs Attention
13418,12,18,6127.43,1,1,1,111,Hibernating
17188,12,7,2474.23,1,1,1,111,Hibernating
17988,12,7,201.12,1,1,5,115,Needs Attention
14511,12,5,1314.81,1,2,2,122,Hibernating
13258,12,3,698.58,1,2,3,123,Needs Attention
17739,12,7,2791.35,1,1,1,111,Hibernating
13389,12,3,797.96,1,2,3,123,Needs Attention
13115,12,4,2294.78,1,2,1,121,Hibernating
12660,12,1,245.1,1,5,5,155,Needs Attention
12657,12,4,1643.18,1,2,2,122,Hibernating
16364,12,2,707.04,1,3,3,133,Needs Attention
15540,12,1,213.3,1,5,5,155,Needs Attention
15571,12,4,650.43,1,2,3,123,Needs Attention
17523,12,4,652.74,1,2,3,123,Needs Attention
13081,12,11,28337.38,1,1,1,111,Hibernating
14480,12,1,279.05,1,4,4,144,Needs Attention
15601,12,14,6776.56,1,1,1,111,Hibernating
15721,12,1,507.08,1,5,3,153,Needs Attention
17299,12,4,669.11,1,2,3,123,Needs Attention
18101,12,2,223.65,1,4,5,145,Needs Attention
14741,12,6,1400.34,1,1,2,112,Hibernating
13950,12,4,745.06,1,2,3,123,Needs Attention
14470,12,2,461.19,1,3,4,134,Needs Attention
13590,12,6,1981.92,1,1,2,112,Hibernating
17806,12,1,546.04,1,5,3,153,Needs Attention
18041,12,21,4183.39,1,1,1,111,Hibernating
17019,12,4,1272.61,1,2,2,122,Hibernating
17031,12,2,380.35,1,3,4,134,Needs Attention
15714,12,2,330.88,1,4,4,144,Needs Attention
14215,12,6,1789.72,1,1,2,112,Hibernating
17419,12,12,4226.57,1,1,1,111,Hibernating
14290,12,5,2314.65,1,2,1,121,Hibernating
14597,12,2,883.15,1,3,3,133,Needs Attention
17651,12,10,3945.0,1,1,1,111,Hibernating
13844,12,1,361.62,1,4,4,144,Needs Attention
17924,12,7,2962.5,1,1,1,111,Hibernating
16744,12,7,1304.76,1,1,2,112,Hibernating
13188,12,1,114.6,1,4,5,145,Needs Attention
16094,12,4,1078.23,1,2,2,122,Hibernating
13266,12,12,3834.26,1,1,1,111,Hibernating
17379,12,1,404.66,1,5,4,154,Needs Attention
17237,12,2,314.69,1,4,4,144,Needs Attention
13196,12,4,1797.78,1,2,2,122,Hibernating
18229,12,20,7276.9,1,1,1,111,Hibernating
12668,12,4,3807.15,1,2,1,121,Hibernating
12906,12,5,2919.81,1,2,1,121,Hibernating
13914,12,2,626.45,1,3,3,133,Needs Attention
15022,12,4,905.04,1,2,3,123,Needs Attention
13758,12,7,3190.55,1,1,1,111,Hibernating
17359,12,1,127.86,1,5,5,155,Needs Attention
18096,12,3,911.15,1,3,3,133,Needs Attention
14901,12,9,1421.29,1,1,2,112,Hibernating
16347,12,2,887.65,1,3,3,133,Needs Attention
13030,12,2,799.48,1,3,3,133,Needs Attention
12479,12,1,527.2,1,5,3,153,Needs Attention
17929,12,4,843.0,1,2,3,123,Needs Attention
17852,12,2,114.34,1,4,5,145,Needs Attention
15838,12,19,33643.08,1,1,1,111,Hibernating
16800,12,1,1201.49,1,4,2,142,Needs Attention
14859,13,4,1353.74,1,2,2,122,Hibernating
18112,13,2,352.69,1,4,4,144,Needs Attention
15861,13,8,3165.36,1,1,1,111,Hibernating
17236,13,6,916.13,1,1,3,113,Needs Attention
17769,13,10,3997.98,1,1,1,111,Hibernating
17068,13,21,4552.14,1,1,1,111,Hibernating
16942,13,9,1920.59,1,1,2,112,Hibernating
14878,13,9,1485.54,1,1,2,112,Hibernating
17885,13,1,190.19,1,5,5,155,Needs Attention
16877,13,6,853.72,1,1,3,113,Needs Attention
17365,13,8,4801.56,1,1,1,111,Hibernating
13064,13,4,1119.49,1,2,2,122,Hibernating
13610,13,7,1131.88,1,1,2,112,Hibernating
18156,13,2,734.94,1,3,3,133,Needs Attention
16407,13,10,2126.93,1,1,1,111,Hibernating
15054,13,2,302.1,1,4,4,144,Needs Attention
16983,13,7,1931.25,1,1,2,112,Hibernating
14954,13,1,336.17,1,4,4,144,Needs Attention
13991,13,6,855.97,1,1,3,113,Needs Attention
15436,13,3,1122.53,1,2,2,122,Hibernating
13546,13,3,626.99,1,3,3,133,Needs Attention
15514,13,11,4139.46,1,1,1,111,Hibernating
17595,13,2,388.79,1,3,4,134,Needs Attention
16005,13,4,615.39,1,2,3,123,Needs Attention
16024,13,1,251.24,1,4,4,144,Needs Attention
18001,13,2,417.23,1,3,4,134,Needs Attention
14577,13,4,859.71,1,2,3,123,Needs Attention
15009,13,3,1261.78,1,3,2,132,Needs Attention
15987,13,7,1451.28,1,1,2,112,Hibernating
16923,13,19,7247.61,1,1,1,111,Hibernating
17864,13,3,597.5,1,2,3,123,Needs Attention
15747,13,3,974.04,1,2,2,122,Hibernating
13782,13,6,912.0,1,1,3,113,Needs Attention
17231,13,10,3174.32,1,1,1,111,Hibernating
18145,13,4,2861.55,1,2,1,121,Hibernating
17812,13,4,732.16,1,2,3,123,Needs Attention
14093,13,1,442.85,1,5,4,154,Needs Attention
13232,13,7,1357.6,1,1,2,112,Hibernating
13571,13,12,2092.32,1,1,1,111,Hibernating
15555,13,16,4805.17,1,1,1,111,Hibernating
15351,13,7,1960.11,1,1,2,112,Hibernating
17411,13,3,778.94,1,3,3,133,Needs Attention
17562,15,7,1122.38,2,1,2,212,Hibernating
13149,15,4,1676.06,2,2,2,222,At Risk
15186,15,2,411.41,2,3,4,234,At Risk
12681,15,22,13787.54,2,1,1,211,Hibernating
12620,15,3,1339.41,2,3,2,232,At Risk
17302,15,5,1135.63,2,2,2,222,At Risk
13050,15,17,5836.86,2,1,1,211,Hibernating
15117,15,5,1551.78,2,2,2,222,At Risk
14966,15,1,191.32,2,5,5,255,At Risk
17385,15,1,261.11,2,4,4,244,At Risk
17624,15,2,843.48,2,3,3,233,At Risk
15473,15,7,1771.2,2,1,2,212,Hibernating
16719,15,7,1790.42,2,1,2,212,Hibernating
12531,15,1,125.22,2,4,5,245,At Risk
13048,15,4,1835.91,2,2,2,222,At Risk
13332,15,1,350.9,2,4,4,244,At Risk
13437,15,7,3408.06,2,1,1,211,Hibernating
14111,15,4,692.85,2,2,3,223,At Risk
13184,15,10,1701.29,2,1,2,212,Hibernating
13579,15,2,467.04,2,3,4,234,At Risk
17348,15,5,1159.52,2,2,2,222,At Risk
17813,15,5,1770.88,2,2,2,222,At Risk
18172,15,20,7561.68,2,1,1,211,Hibernating
15382,15,6,5955.71,2,1,1,211,Hibernating
15737,15,8,1205.12,2,1,2,212,Hibernating
16814,15,21,6509.1,2,1,1,211,Hibernating
15872,15,2,360.93,2,4,4,244,At Risk
13978,15,2,196.79,2,4,5,245,At Risk
17329,15,2,523.11,2,3,3,233,At Risk
13525,15,2,628.78,2,3,3,233,At Risk
13589,15,2,379.65,2,3,4,234,At Risk
14703,15,1,318.17,2,4,4,244,At Risk
15134,15,8,1387.99,2,1,2,212,Hibernating
17557,15,3,541.46,2,3,3,233,At Risk
12438,15,2,2906.85,2,3,1,231,Needs Attention
16327,15,6,3844.22,2,1,1,211,Hibernating
16856,15,1,35.4,2,4,5,245,At Risk
14710,15,4,606.13,2,2,3,223,At Risk
15793,15,3,965.61,2,2,2,222,At Risk
14946,15,1,100.9,2,4,5,245,At Risk
15428,16,1,93.78,2,4,5,245,At Risk
14709,16,13,4921.04,2,1,1,211,Hibernating
12388,16,6,2780.66,2,1,1,211,Hibernating
16173,16,6,1418.32,2,1,2,212,Hibernating
13638,16,1,122.64,2,4,5,245,At Risk
18130,16,3,1059.39,2,2,2,222,At Risk
15005,16,28,6316.57,2,1,1,211,Hibernating
18188,16,3,2001.04,2,2,2,222,At Risk
16885,16,3,471.51,2,2,4,224,At Risk
12476,16,11,6816.42,2,1,1,211,Hibernating
17727,16,1,1060.25,2,4,2,242,At Risk
16596,16,2,250.15,2,4,4,244,At Risk
13207,16,2,250.26,2,4,4,244,At Risk
15858,16,5,1438.85,2,2,2,222,At Risk
17516,16,5,768.08,2,2,3,223,At Risk
15270,16,7,2379.49,2,1,1,211,Hibernating
16609,16,7,5493.46,2,1,1,211,Hibernating
16189,16,2,215.48,2,4,5,245,At Risk
18184,16,1,49.8,2,5,5,255,At Risk
17139,16,12,10668.47,2,1,1,211,Hibernating
12421,16,4,807.04,2,2,3,223,At Risk
14277,16,3,4216.2,2,3,1,231,Needs Attention
12494,16,7,1246.1,2,1,2,212,Hibernating
17133,16,7,4892.24,2,1,1,211,Hibernating
16668,16,6,306.72,2,1,4,214,Needs Attention
12705,16,9,6868.29,2,1,1,211,Hibernating
14539,16,2,537.48,2,3,3,233,At Risk
14756,16,1,738.96,2,5,3,253,At Risk
15482,16,12,11054.96,2,1,1,211,Hibernating
15725,16,1,415.25,2,5,4,254,At Risk
17323,16,7,921.07,2,1,3,213,Needs Attention
17096,16,4,1022.13,2,2,2,222,At Risk
13719,16,5,1041.68,2,2,2,222,At Risk
15594,16,5,1771.78,2,2,2,222,At Risk
16616,16,2,500.42,2,3,3,233,At Risk
17458,16,1,316.5,2,4,4,244,At Risk
16157,16,3,656.69,2,3,3,233,At Risk
14987,16,2,326.4,2,4,4,244,At Risk
13995,16,5,1393.69,2,2,2,222,At Risk
18161,16,5,1618.69,2,2,2,222,At Risk
16566,16,5,614.66,2,2,3,223,At Risk
13588,16,9,2478.95,2,1,1,211,Hibernating
15953,16,8,1659.38,2,1,2,212,Hibernating
16824,16,2,460.64,2,3,4,234,At Risk
14591,16,4,1447.14,2,2,2,222,At Risk
12709,16,15,9736.52,2,1,1,211,Hibernating
17247,16,1,282.19,2,4,4,244,At Risk
17228,16,8,1906.09,2,1,2,212,Hibernating
15034,16,8,4308.61,2,1,1,211,Hibernating
12937,16,4,1504.27,2,2,2,222,At Risk
17671,16,4,1572.71,2,2,2,222,At Risk
14607,16,14,16569.5,2,1,1,211,Hibernating
17975,16,13,4488.81,2,1,1,211,Hibernating
17767,16,1,271.2,2,4,4,244,At Risk
15502,16,12,10384.93,2,1,1,211,Hibernating
17345,16,4,537.74,2,2,3,223,At Risk
13277,16,4,258.4,2,2,4,224,At Risk
14805,16,4,554.65,2,2,3,223,At Risk
16482,16,1,220.62,2,5,5,255,At Risk
12757,16,13,7857.1,2,1,1,211,Hibernating
15632,16,8,3285.31,2,1,1,211,Hibernating
16570,16,10,3738.4,2,1,1,211,Hibernating
16066,17,5,1521.87,2,2,2,222,At Risk
15743,17,4,784.46,2,2,3,223,At Risk
14049,17,4,5681.72,2,2,1,221,Hibernating
17034,17,3,745.52,2,3,3,233,At Risk
16900,17,3,887.11,2,3,3,233,At Risk
17685,17,7,3191.53,2,1,1,211,Hibernating
13899,17,2,388.52,2,3,4,234,At Risk
16653,17,2,1212.66,2,3,2,232,At Risk
15727,17,7,5178.96,2,1,1,211,Hibernating
13644,17,4,2624.26,2,2,1,221,Hibernating
14912,17,2,867.85,2,3,3,233,At Risk
13139,17,7,5064.94,2,1,1,211,Hibernating
12557,17,5,11990.96,2,2,1,221,Hibernating
13448,17,6,3539.37,2,2,1,221,Hibernating
16670,17,11,4095.9,2,1,1,211,Hibernating
16057,17,7,2263.12,2,1,1,211,Hibernating
15814,17,4,1945.33,2,2,2,222,At Risk
14334,17,8,2552.21,2,1,1,211,Hibernating
13502,17,3,292.0,2,3,4,234,At Risk
14733,17,12,9585.91,2,1,1,211,Hibernating
14205,17,2,466.7,2,3,4,234,At Risk
14581,17,1,138.6,2,5,5,255,At Risk
16343,17,2,370.48,2,3,4,234,At Risk
15398,17,2,1345.53,2,3,2,232,At Risk
15916,17,8,1528.09,2,1,2,212,Hibernating
13650,17,6,1836.34,2,1,2,212,Hibernating
14790,17,4,745.06,2,2,3,223,At Risk
15393,17,2,231.86,2,4,5,245,At Risk
16660,17,4,1267.65,2,2,2,222,At Risk
13831,17,6,2202.99,2,1,1,211,Hibernating
17410,17,5,1214.72,2,2,2,222,At Risk
14020,17,2,642.8,2,3,3,233,At Risk
15949,17,2,364.72,2,3,4,234,At Risk
12619,17,9,3641.24,2,1,1,211,Hibernating
16185,17,2,529.41,2,3,3,233,At Risk
14336,17,4,1614.91,2,2,2,222,At Risk
13742,17,12,3131.02,2,1,1,211,Hibernating
17463,17,5,1896.41,2,2,2,222,At Risk
14675,17,1,604.75,2,5,3,253,At Risk
13174,17,3,2817.03,2,2,1,221,Hibernating
17725,17,11,3439.08,2,1,1,211,Hibernating
14099,17,11,3104.17,2,1,1,211,Hibernating
14744,17,7,1099.98,2,1,2,212,Hibernating
15901,17,3,363.88,2,2,4,224,At Risk
14335,17,2,468.26,2,3,4,234,At Risk
17422,17,6,1979.37,2,1,2,212,Hibernating
17700,17,4,2534.64,2,2,1,221,Hibernating
17135,17,7,1139.73,2,1,2,212,Hibernating
17469,17,5,1870.97,2,2,2,222,At Risk
17809,17,12,5411.91,2,1,1,211,Hibernating
16255,17,8,2619.91,2,1,1,211,Hibernating
16079,17,3,1352.0,2,3,2,232,At Risk
12452,17,2,430.57,2,3,4,234,At Risk
15253,17,5,918.2,2,2,3,223,At Risk
16020,17,3,851.01,2,3,3,233,At Risk
13350,17,2,979.12,2,3,2,232,At Risk
18084,17,1,90.48,2,4,5,245,At Risk
12948,17,7,2064.95,2,1,1,211,Hibernating
13018,17,28,7277.7,2,1,1,211,Hibernating
14297,18,4,1305.33,2,2,2,222,At Risk
18139,18,6,8438.34,2,1,1,211,Hibernating
14515,18,6,2102.09,2,1,1,211,Hibernating
17519,18,6,1844.02,2,1,2,212,Hibernating
18249,18,1,95.34,2,4,5,245,At Risk
13681,18,4,827.83,2,2,3,223,At Risk
16107,18,7,3204.16,2,1,1,211,Hibernating
17297,18,1,131.78,2,5,5,255,At Risk
13569,18,2,373.75,2,3,4,234,At Risk
16633,18,6,2883.1,2,1,1,211,Hibernating
15116,18,4,1352.75,2,2,2,222,At Risk
17500,18,3,1138.0,2,3,2,232,At Risk
15106,18,5,1422.52,2,2,2,222,At Risk
14657,18,4,848.22,2,2,3,223,At Risk
17371,18,3,423.89,2,3,4,234,At Risk
15497,18,2,1262.2,2,3,2,232,At Risk
17360,18,3,585.79,2,2,3,223,At Risk
15845,18,8,3711.77,2,1,1,211,Hibernating
15150,18,10,5314.47,2,1,1,211,Hibernating
12586,18,1,196.94,2,5,5,255,At Risk
14505,18,8,5905.64,2,1,1,211,Hibernating
17073,18,4,1446.09,2,2,2,222,At Risk
16261,18,4,746.83,2,2,3,223,At Risk
15965,18,4,845.64,2,2,3,223,At Risk
16985,18,10,5464.12,2,1,1,211,Hibernating
12920,18,1,164.23,2,5,5,255,At Risk
13238,18,4,700.73,2,2,3,223,At Risk
17659,18,12,2999.46,2,1,1,211,Hibernating
13322,18,1,199.48,2,5,5,255,At Risk
16607,18,14,3347.71,2,1,1,211,Hibernating
14424,18,1,322.08,2,4,4,244,At Risk
17155,18,2,251.7,2,4,4,244,At Risk
13247,18,4,501.12,2,2,3,223,At Risk
13986,18,1,320.46,2,4,4,244,At Risk
12465,18,2,742.19,2,3,3,233,At Risk
16330,18,3,251.91,2,2,4,224,At Risk
13403,18,1,75.0,2,5,5,255,At Risk
15977,18,2,1054.73,2,3,2,232,At Risk
17324,18,4,990.23,2,2,2,222,At Risk
13499,18,5,1159.11,2,2,2,222,At Risk
16748,18,5,1515.9,2,2,2,222,At Risk
16422,18,51,34684.4,2,1,1,211,Hibernating
14768,18,2,192.6,2,4,5,245,At Risk
16128,18,5,1880.22,2,2,2,222,At Risk
16311,18,2,616.26,2,3,3,233,At Risk
15971,18,12,4199.85,2,1,1,211,Hibernating
17600,18,1,161.67,2,5,5,255,At Risk
16164,18,3,822.48,2,3,3,233,At Risk
12775,18,5,1386.04,2,2,2,222,At Risk
13940,18,4,839.14,2,2,3,223,At Risk
16532,18,3,6748.8,2,3,1,231,Needs Attention
