customerid,recency,frequency,monetary,km_segment,CLTV_90d
16173,16,6,1418.32,Mass Regulars,189.2905432238934
13638,16,1,122.64,Mass Regulars,
18130,16,3,1059.39,Mass Regulars,411.31201747109685
15005,16,28,6316.57,Loyal High-Value,597.3233341305987
18188,16,3,2001.04,Mass Regulars,105.03311342264865
16885,16,3,471.51,Mass Regulars,132.71862060841102
12476,16,11,6816.42,Mass Regulars,305.4466898111238
17727,16,1,1060.25,Mass Regulars,
16596,16,2,250.15,Mass Regulars,-36.504892623141345
13207,16,2,250.26,Mass Regulars,-10.383425596400851
15858,16,5,1438.85,Mass Regulars,105.32921707658363
17516,16,5,768.08,Mass Regulars,125.6787942331003
15270,16,7,2379.49,Mass Regulars,82.89151611204899
16609,16,7,5493.46,Mass Regulars,348.640043524009
16189,16,2,215.48,Mass Regulars,-168.76376173468626
18184,16,1,49.8,Mass Regulars,
17139,16,12,10668.47,Loyal High-Value,347.0325336971626
12421,16,4,807.04,Mass Regulars,77.46697779823533
14277,16,3,4216.2,Mass Regulars,633.6209233348582
12494,16,7,1246.1,Mass Regulars,80.27424414016292
17133,16,7,4892.24,Mass Regulars,17.790770195865175
16668,16,6,306.72,Mass Regulars,9.724849863598438
12705,16,9,6868.29,Mass Regulars,248.87824329593536
14539,16,2,537.48,Mass Regulars,-372.1530918680368
14756,16,1,738.96,Mass Regulars,
15482,16,12,11054.96,Loyal High-Value,97.24703235853387
15725,16,1,415.25,Mass Regulars,
17323,16,7,921.07,Mass Regulars,87.51847606075677
17096,16,4,1022.13,Mass Regulars,116.50371148124745
13719,16,5,1041.68,Mass Regulars,95.19750340531657
15594,16,5,1771.78,Mass Regulars,148.24135898518392
16616,16,2,500.42,Mass Regulars,-111.88005589710998
17458,16,1,316.5,Mass Regulars,
16157,16,3,656.69,Mass Regulars,95.45529672313303
14987,16,2,326.4,Mass Regulars,-8.411464994247874
13995,16,5,1393.69,Mass Regulars,78.44546893812078
18161,16,5,1618.69,Mass Regulars,95.62360822301778
16566,16,5,614.66,Mass Regulars,15.994581316659051
13588,16,9,2478.95,Mass Regulars,80.87863895763073
15953,16,8,1659.38,Mass Regulars,64.65018594423249
16824,16,2,460.64,Mass Regulars,-135.5454406996652
14591,16,4,1447.14,Mass Regulars,-707.0666226274079
12709,16,15,9736.52,Loyal High-Value,164.2447075257955
17247,16,1,282.19,Mass Regulars,
17228,16,8,1906.09,Mass Regulars,93.07799811307667
15034,16,8,4308.61,Mass Regulars,319.492839679852
12937,16,4,1504.27,Mass Regulars,152.63530066250325
17671,16,4,1572.71,Mass Regulars,50.73279585105787
14607,16,14,16569.5,Loyal High-Value,71.67209907108956
17975,16,13,4488.81,Mass Regulars,233.93432062045943
17767,16,1,271.2,Mass Regulars,
15502,16,12,10384.93,Loyal High-Value,590.3634854694723
17345,16,4,537.74,Mass Regulars,211.37420242818453
13277,16,4,258.4,Mass Regulars,9.054921264473995
14805,16,4,554.65,Mass Regulars,94.65108832683195
16482,16,1,220.62,Mass Regulars,
12757,16,13,7857.1,Mass Regulars,1066.4605179944074
15632,16,8,3285.31,Mass Regulars,143.51298855562007
16570,16,10,3738.4,Mass Regulars,116.91559132398005
16066,17,5,1521.87,Mass Regulars,260.6060297213309
15743,17,4,784.46,Mass Regulars,245.8738256501089
14049,17,4,5681.72,Mass Regulars,436.6923701559251
17034,17,3,745.52,Mass Regulars,75.67926337544903
16900,17,3,887.11,Mass Regulars,30.082691096237674
17685,17,7,3191.53,Mass Regulars,71.78241064858818
13899,17,2,388.52,Mass Regulars,-22.854606979533898
16653,17,2,1212.66,Mass Regulars,-46.53910201620677
15727,17,7,5178.96,Mass Regulars,160.8177450605701
13644,17,4,2624.26,Mass Regulars,400.4135867073614
14912,17,2,867.85,Mass Regulars,-55.03984638683559
13139,17,7,5064.94,Mass Regulars,259.40607222118155
12557,17,5,11990.96,Mass Regulars,22.768601698273798
13448,17,6,3539.37,Mass Regulars,195.15156458173388
16670,17,11,4095.9,Mass Regulars,180.33898324990187
16057,17,7,2263.12,Mass Regulars,167.5232124686651
15814,17,4,1945.33,Mass Regulars,408.85672537907067
14334,17,8,2552.21,Mass Regulars,141.69292963162306
13502,17,3,292.0,Mass Regulars,19.001238201949754
14733,17,12,9585.91,Mass Regulars,175.68615192494624
14205,17,2,466.7,Mass Regulars,-86.11670631665065
14581,17,1,138.6,Mass Regulars,
16343,17,2,370.48,Mass Regulars,
15398,17,2,1345.53,Mass Regulars,-614.1346729133496
15916,17,8,1528.09,Mass Regulars,155.85122173704454
13650,17,6,1836.34,Mass Regulars,103.11427954932537
14790,17,4,745.06,Mass Regulars,31.405649150714176
15393,17,2,231.86,Mass Regulars,-16.057925992188974
16660,17,4,1267.65,Mass Regulars,26.299862031152134
13831,17,6,2202.99,Mass Regulars,92.04941363344503
17410,17,5,1214.72,Mass Regulars,98.99628266495536
14020,17,2,642.8,Mass Regulars,-253.6203928628119
15949,17,2,364.72,Mass Regulars,-76.04026211734752
12619,17,9,3641.24,Mass Regulars,228.8787040681579
16185,17,2,529.41,Mass Regulars,-57.784210446713665
14336,17,4,1614.91,Mass Regulars,51.636991000325935
13742,17,12,3131.02,Mass Regulars,306.4552632108451
17463,17,5,1896.41,Mass Regulars,143.25178310670202
14675,17,1,604.75,Mass Regulars,
13174,17,3,2817.03,Mass Regulars,378.930310813179
17725,17,11,3439.08,Mass Regulars,154.07917731570265
14099,17,11,3104.17,Mass Regulars,155.95080021298233
14744,17,7,1099.98,Mass Regulars,23.881013048352575
15901,17,3,363.88,Mass Regulars,285.27330774596317
14335,17,2,468.26,Mass Regulars,-209.77188857796725
17422,17,6,1979.37,Mass Regulars,55.31885150206922
17700,17,4,2534.64,Mass Regulars,182.38071038381915
17135,17,7,1139.73,Mass Regulars,88.83522694525811
17469,17,5,1870.97,Mass Regulars,136.09259137788982
17809,17,12,5411.91,Mass Regulars,46.9536361404492
16255,17,8,2619.91,Mass Regulars,185.3227274581851
16079,17,3,1352.0,Mass Regulars,105.95626843149688
12452,17,2,430.57,Mass Regulars,
15253,17,5,918.2,Mass Regulars,97.64582221954605
16020,17,3,851.01,Mass Regulars,-304.9128539587926
13350,17,2,979.12,Mass Regulars,-370.97901048019526
18084,17,1,90.48,Mass Regulars,
12948,17,7,2064.95,Mass Regulars,100.75464080545068
13018,17,28,7277.7,Loyal High-Value,283.105086031905
14297,18,4,1305.33,Mass Regulars,57.90076041517714
18139,18,6,8438.34,Mass Regulars,-807.6142591003155
14515,18,6,2102.09,Mass Regulars,129.13649793654258
17519,18,6,1844.02,Mass Regulars,59.14319734459958
18249,18,1,95.34,Mass Regulars,
13681,18,4,827.83,Mass Regulars,121.30113842474354
16107,18,7,3204.16,Mass Regulars,36.0303604067054
17297,18,1,131.78,Mass Regulars,
13569,18,2,373.75,Mass Regulars,-277.7185184241985
16633,18,6,2883.1,Mass Regulars,282.19988636307477
15116,18,4,1352.75,Mass Regulars,50.207069982225974
17500,18,3,1138.0,Mass Regulars,722.2958523305301
15106,18,5,1422.52,Mass Regulars,81.02072681352485
14657,18,4,848.22,Mass Regulars,72.96612844596643
17371,18,3,423.89,Mass Regulars,-360.1157259527562
15497,18,2,1262.2,Mass Regulars,-34.00907911216585
17360,18,3,585.79,Mass Regulars,-479.75767745011404
15845,18,8,3711.77,Mass Regulars,111.00704920676064
15150,18,10,5314.47,Mass Regulars,330.5819967621309
12586,18,1,196.94,Mass Regulars,
14505,18,8,5905.64,Mass Regulars,561.8056180896143
17073,18,4,1446.09,Mass Regulars,440.2087801676549
16261,18,4,746.83,Mass Regulars,159.64970100868945
15965,18,4,845.64,Mass Regulars,167.59936162985204
16985,18,10,5464.12,Mass Regulars,137.5737183076931
12920,18,1,164.23,Mass Regulars,
13238,18,4,700.73,Mass Regulars,43.66385974125922
17659,18,12,2999.46,Mass Regulars,144.90913784256023
13322,18,1,199.48,Mass Regulars,
16607,18,14,3347.71,Mass Regulars,114.80547973363247
14424,18,1,322.08,Mass Regulars,
17155,18,2,251.7,Mass Regulars,-85.51495905135152
13247,18,4,501.12,Mass Regulars,33.751044611506245
13986,18,1,320.46,Mass Regulars,
12465,18,2,742.19,Mass Regulars,-162.07393472530913
16330,18,3,251.91,Mass Regulars,-271.3367356479043
13403,18,1,75.0,Mass Regulars,
15977,18,2,1054.73,Mass Regulars,-753.39216515335
17324,18,4,990.23,Mass Regulars,54.78170171263315
13499,18,5,1159.11,Mass Regulars,32.65430718692424
16748,18,5,1515.9,Mass Regulars,35.476624933787214
16422,18,51,34684.4,Loyal High-Value,149.35226821752326
14768,18,2,192.6,Mass Regulars,-20.00937193987208
16128,18,5,1880.22,Mass Regulars,67.32387522056177
16311,18,2,616.26,Mass Regulars,-252.7109239279155
15971,18,12,4199.85,Mass Regulars,22.64162421749968
17600,18,1,161.67,Mass Regulars,
16164,18,3,822.48,Mass Regulars,145.21163117108986
12775,18,5,1386.04,Mass Regulars,83.98946850538525
13940,18,4,839.14,Mass Regulars,90.68231194629986
16532,18,3,6748.8,Mass Regulars,7.914435083131492
14467,18,4,598.76,Mass Regulars,90.89676442342163
16352,18,2,494.44,Mass Regulars,-257.1226880815385
12936,18,4,1063.9,Mass Regulars,123.33393699307047
16655,18,6,3794.52,Mass Regulars,180.93586260894062
12656,18,5,4051.17,Mass Regulars,258.36218642895903
14834,18,6,1720.3,Mass Regulars,88.77707958729884
17075,18,4,834.12,Mass Regulars,117.59002517348905
13456,18,6,1766.72,Mass Regulars,90.86345148870952
12474,18,18,7375.79,Loyal High-Value,310.7576904679258
15699,18,1,309.65,Mass Regulars,
12483,18,8,2484.98,Mass Regulars,102.55922988283201
17759,18,3,834.99,Mass Regulars,-436.5438713499892
15634,18,1,243.55,Mass Regulars,
14329,18,7,5014.84,Mass Regulars,180.84228893617288
16956,18,1,308.74,Mass Regulars,
16365,18,9,1540.42,Mass Regulars,64.14655878227242
17453,18,2,486.72,Mass Regulars,-263.2016668989357
16722,18,13,4730.81,Mass Regulars,62.211588045184946
17338,18,8,6643.93,Mass Regulars,562.7484246201045
13268,18,11,3214.69,Mass Regulars,205.59683312250064
13488,18,13,8968.31,Loyal High-Value,340.9393425985378
13363,18,2,992.5,Mass Regulars,-725.682716906658
14506,18,5,2012.17,Mass Regulars,327.56615051635265
15671,19,7,2657.13,Mass Regulars,57.94487822943329
16366,19,1,327.3,Mass Regulars,
16139,19,3,635.41,Mass Regulars,79.33546267500061
14449,19,4,907.1,Mass Regulars,145.53624115594945
15738,19,16,4812.42,Mass Regulars,84.8677189098362
14447,19,5,1163.23,Mass Regulars,76.54520152479054
14030,19,8,2360.09,Mass Regulars,172.17358671066543
13823,19,2,957.66,Mass Regulars,-241.48531490811766
17432,19,2,365.76,Mass Regulars,-720.7754746888338
14300,19,1,43.2,Mass Regulars,
15163,19,2,304.47,Mass Regulars,-102.1432311632263
13862,19,8,2209.36,Mass Regulars,62.14966157656825
12904,19,2,509.58,Mass Regulars,-352.5313418278738
17253,19,1,178.26,Mass Regulars,
14551,19,2,186.23,Mass Regulars,-17.355104450140118
15132,19,5,977.93,Mass Regulars,31.121971589186195
15179,19,5,2206.95,Mass Regulars,43.572706585579
15567,19,1,186.01,Mass Regulars,
12504,19,2,482.05,Mass Regulars,-293.1806566122622
13282,19,3,1132.14,Mass Regulars,116.42639546283387
12795,19,1,430.48,Mass Regulars,
15857,19,1,297.0,Mass Regulars,
16713,19,15,6923.13,Loyal High-Value,433.02434490410144
15645,19,1,612.01,Mass Regulars,
15105,19,7,2298.93,Mass Regulars,169.1889710033938
17010,19,1,195.36,Mass Regulars,
13246,19,6,1987.3,Mass Regulars,74.87889337066252
17100,19,2,971.74,Mass Regulars,
13430,19,2,679.45,Mass Regulars,-222.54766769106462
17625,19,4,2047.0,Mass Regulars,362.7424286967939
12984,19,1,97.5,Mass Regulars,
14198,19,4,701.4,Mass Regulars,88.97863828112423
15093,19,6,4597.02,Mass Regulars,86.98920087724613
17227,19,6,939.32,Mass Regulars,16.16181466636336
14883,19,6,761.59,Mass Regulars,21.977237124290507
16369,19,3,1553.66,Mass Regulars,286.2251796907513
15676,19,3,3435.76,Mass Regulars,407.75944392884315
14482,19,6,2068.15,Mass Regulars,147.28708594409852
13971,19,8,2758.26,Mass Regulars,105.24643425702857
13673,19,2,396.92,Mass Regulars,-511.89307315704053
12349,19,1,1757.55,Mass Regulars,
15527,19,8,2429.78,Mass Regulars,138.55596586327195
14587,19,9,1601.14,Mass Regulars,229.85427070602086
15115,19,1,340.11,Mass Regulars,
13167,19,4,791.33,Mass Regulars,151.28661732633046
12658,19,1,686.05,Mass Regulars,
16406,19,1,163.07,Mass Regulars,
13189,19,2,260.68,Mass Regulars,-26.675740383060653
18080,19,2,1231.5,Mass Regulars,-3.8656681506093893
13739,19,1,216.9,Mass Regulars,
12462,19,2,1189.59,Mass Regulars,-188.74581687427334
17664,19,2,604.64,Mass Regulars,-109.48235338074905
17384,20,2,336.4,Mass Regulars,-84.31518942492474
14359,20,3,912.18,Mass Regulars,233.79652822809445
14984,20,2,213.27,Mass Regulars,-238.5427761258765
14525,20,9,4332.2,Mass Regulars,256.7212842442367
16666,20,1,118.98,Mass Regulars,
16411,20,2,214.65,Mass Regulars,-65.23244821158833
14881,20,1,255.4,Mass Regulars,
14477,20,4,1309.6,Mass Regulars,9.300166154972873
14159,20,11,4693.01,Mass Regulars,456.7468266866234
13427,20,3,582.6,Mass Regulars,36.98239909930365
15850,20,2,238.85,Mass Regulars,-301.43225874752784
17555,20,2,483.26,Mass Regulars,-187.83485047953937
12540,20,17,13400.24,Loyal High-Value,437.723839077101
12523,20,11,1789.77,Mass Regulars,140.23524905712424
14052,20,1,225.36,Mass Regulars,
17425,20,2,759.17,Mass Regulars,-15.340722826963491
13142,20,1,307.09,Mass Regulars,
18127,20,3,348.73,Mass Regulars,-331.3725449479348
13118,20,5,1197.81,Mass Regulars,131.4755000760912
15906,20,7,1567.69,Mass Regulars,189.62488691917557
12395,20,12,3018.63,Mass Regulars,152.64375622863554
16464,20,3,1314.68,Mass Regulars,593.5845991596503
13832,20,1,52.2,Mass Regulars,
14950,20,1,371.2,Mass Regulars,
13212,20,3,788.08,Mass Regulars,-1794.1801870644797
16784,20,1,107.6,Mass Regulars,
17738,20,4,1879.05,Mass Regulars,150.55038859846366
13565,20,2,240.22,Mass Regulars,-73.11236140540734
14595,20,6,1740.6,Mass Regulars,105.73409761195201
15988,20,1,158.03,Mass Regulars,
15745,20,4,1094.59,Mass Regulars,119.59850066109846
16533,20,3,1095.56,Mass Regulars,681.5758945393646
13200,20,4,870.09,Mass Regulars,139.3143497959165
17561,20,1,167.62,Mass Regulars,
16399,20,2,408.57,Mass Regulars,-297.0041763935139
15919,20,2,639.89,Mass Regulars,-310.1031680593687
16506,20,2,90.3,Mass Regulars,-19.281217539690335
15465,20,18,7354.62,Loyal High-Value,148.6045508324996
14116,20,5,1382.74,Mass Regulars,163.1394034440855
12778,20,6,822.23,Mass Regulars,56.76555408615933
14664,20,2,637.89,Mass Regulars,-668.3670259851882
12702,20,1,219.0,Mass Regulars,
14860,20,1,170.32,Mass Regulars,
15044,20,17,7700.23,Loyal High-Value,460.043369897705
13988,20,6,4147.96,Mass Regulars,261.92731518640863
14157,20,2,432.88,Mass Regulars,-66.20709955692983
12597,20,4,3811.22,Mass Regulars,388.3440890018532
18040,20,2,357.2,Mass Regulars,-47.54520610956875
14502,20,11,2470.67,Mass Regulars,436.146921540508
17758,20,8,3456.7,Mass Regulars,378.9335106195753
17387,20,2,784.11,Mass Regulars,-1207.149129134991
17636,20,1,285.56,Mass Regulars,
16710,20,10,2483.04,Mass Regulars,227.40508213983642
15426,20,5,1447.39,Mass Regulars,227.6721535722505
16212,20,2,690.34,Mass Regulars,-68.0576629739628
14553,20,5,859.27,Mass Regulars,169.38767849625864
18110,20,1,236.3,Mass Regulars,
15963,20,2,470.76,Mass Regulars,-155.79503573682376
15533,20,3,807.57,Mass Regulars,406.7968331074281
16762,20,3,1501.38,Mass Regulars,389.739217074943
14903,22,5,2810.63,Mass Regulars,346.831775939502
16414,22,2,126.25,Mass Regulars,-58.16283514970954
13962,22,2,169.55,Mass Regulars,-34.03081538062789
17961,22,39,1296.44,Loyal High-Value,163.94709547163032
17063,22,7,1461.14,Mass Regulars,83.43321080209584
14849,22,25,7930.54,Loyal High-Value,225.41292978917912
17286,22,1,153.92,Mass Regulars,
16945,22,19,4345.5,Loyal High-Value,135.18844602116755
16134,22,2,618.09,Mass Regulars,-53.07685514620131
15088,22,2,1160.07,Mass Regulars,-470.51428470564963
12444,22,5,5005.46,Mass Regulars,446.38116091453514
15494,22,2,1299.23,Mass Regulars,-482.7158273610727
13941,22,5,5112.96,Mass Regulars,53.04376754724548
17650,22,1,166.08,Mass Regulars,
12603,22,1,739.2,Mass Regulars,
12618,22,1,177.31,Mass Regulars,
12578,22,2,2794.51,Mass Regulars,-260.3713876118525
14434,22,6,1372.8,Mass Regulars,48.828285965906325
12931,22,15,42055.96,Loyal High-Value,36.771589588879046
17904,22,1,191.67,Mass Regulars,
17301,22,1,197.63,Mass Regulars,
17159,22,3,1538.88,Mass Regulars,197.39982176313148
14820,22,4,507.29,Mass Regulars,62.25298600248386
14342,22,4,668.56,Mass Regulars,24.434384205312004
16279,22,3,1509.58,Mass Regulars,254.3251450945403
18034,22,2,422.88,Mass Regulars,
12391,22,1,460.89,Mass Regulars,
12427,22,3,825.8,Mass Regulars,64.7988735444915
13117,22,8,984.91,Mass Regulars,45.328853493273265
14793,22,1,228.99,Mass Regulars,
17888,22,8,726.05,Mass Regulars,57.653183927046754
13516,22,3,1389.41,Mass Regulars,109.9381308552481
17621,22,3,1379.9,Mass Regulars,51.38053661975483
12380,22,4,2724.81,Mass Regulars,201.82693184474283
15368,22,1,446.94,Mass Regulars,
14285,22,4,1910.01,Mass Regulars,104.36601559928567
13171,22,3,468.41,Mass Regulars,75.27811574416839
13880,22,13,3219.77,Mass Regulars,116.49925111349022
13094,22,12,1927.32,Mass Regulars,7.0174465062900895
15530,22,4,1502.35,Mass Regulars,99.25997378150022
16924,22,3,846.75,Mass Regulars,350.3410318641917
16463,22,4,1422.4,Mass Regulars,87.24896414958255
17779,22,3,658.57,Mass Regulars,250.1759915852612
16350,22,4,1116.47,Mass Regulars,57.90855201029817
17163,22,2,293.1,Mass Regulars,-46.83021111034468
14641,22,1,110.46,Mass Regulars,
17760,22,2,287.59,Mass Regulars,-49.182871722232264
12498,22,3,403.7,Mass Regulars,-220.47193689378332
14593,22,3,617.99,Mass Regulars,-347.88883239452093
15933,22,3,1107.46,Mass Regulars,212.5718830376673
18061,22,10,2119.41,Mass Regulars,54.69332766434128
16511,22,3,950.26,Mass Regulars,291.8458149473653
16293,22,10,2248.99,Mass Regulars,140.22481786029553
13960,22,2,230.22,Mass Regulars,-68.72001156970506
14416,23,2,490.22,Mass Regulars,-61.33797464848573
16656,23,15,8625.8,Loyal High-Value,39.54140488806225
14332,23,3,866.31,Mass Regulars,78.80044044632633
16871,23,6,2812.34,Mass Regulars,178.30539556120485
15124,23,2,184.19,Mass Regulars,-37.112290072856155
13871,23,13,6403.25,Mass Regulars,359.93662245765887
17095,23,3,1324.16,Mass Regulars,166.9311986925097
16298,23,3,598.2,Mass Regulars,115.45224697189735
15563,23,4,1400.44,Mass Regulars,129.79399335025218
12567,23,10,9401.28,Mass Regulars,340.32226442957324
16869,23,4,825.42,Mass Regulars,168.39112837242328
12997,23,4,1226.89,Mass Regulars,69.47495062593185
15287,23,2,486.69,Mass Regulars,-75.85644391068301
13815,23,4,4027.36,Mass Regulars,165.79913045482795
15864,23,6,1936.32,Mass Regulars,13.316669412064265
15435,23,1,149.29,Mass Regulars,
17147,23,4,1714.59,Mass Regulars,108.81030433337052
17828,23,4,1820.09,Mass Regulars,147.93711023761577
15529,23,11,3995.23,Mass Regulars,296.48342883615237
15267,23,5,1717.36,Mass Regulars,5.974088378523777
17797,23,3,780.43,Mass Regulars,-465.45414915556614
13138,23,6,962.39,Mass Regulars,44.24346467365546
12610,23,5,2099.54,Mass Regulars,237.32774706324452
12449,23,4,4067.29,Mass Regulars,423.7020750376907
17985,23,1,634.95,Mass Regulars,
12847,23,1,871.54,Mass Regulars,
15489,23,3,1134.28,Mass Regulars,96.0147169204974
12477,23,6,13219.74,Mass Regulars,417.60520164224073
12445,23,1,133.4,Mass Regulars,
17080,23,2,287.62,Mass Regulars,-57.80706708504992
17397,23,2,696.41,Mass Regulars,
12753,23,6,21429.39,Loyal High-Value,119.89380681016871
15506,23,3,979.26,Mass Regulars,293.09774320103327
13160,23,1,91.8,Mass Regulars,
17716,23,11,5655.99,Mass Regulars,189.70398180709486
17461,23,3,757.46,Mass Regulars,-1507.7007355596193
17613,23,14,4559.15,Mass Regulars,222.8539062711589
16186,23,12,4006.94,Mass Regulars,96.8839059622106
14112,23,7,2915.15,Mass Regulars,134.84069564781285
16042,23,5,1197.27,Mass Regulars,94.20065406369389
17799,23,10,3055.93,Mass Regulars,270.66016669641
14034,23,3,651.82,Mass Regulars,-434.49285011999916
16638,23,10,1680.72,Mass Regulars,95.27018733597457
15657,23,1,30.0,Mass Regulars,
16009,23,4,992.71,Mass Regulars,116.9905175183609
15811,23,6,2218.62,Mass Regulars,130.69293163533226
12481,23,10,5596.32,Mass Regulars,200.55602132227472
13828,23,1,209.49,Mass Regulars,
12539,23,4,5568.35,Mass Regulars,348.2013150933462
16070,23,2,852.15,Mass Regulars,-134.6130978869129
17330,23,2,363.9,Mass Regulars,-31.458355483323555
13028,23,2,661.32,Mass Regulars,-146.250182778886
13308,23,3,1385.51,Mass Regulars,90.03406911923629
12647,23,12,3722.82,Mass Regulars,142.45630318665926
12356,23,3,2811.43,Mass Regulars,58.717507666383284
16531,23,7,1244.59,Mass Regulars,62.09621565174835
13313,23,5,1555.32,Mass Regulars,49.313672673367314
14508,23,2,276.42,Mass Regulars,-465.95147376792914
18221,23,5,1041.61,Mass Regulars,71.86650470413487
15983,23,4,1475.02,Mass Regulars,75.61553295079314
12406,23,2,3415.3,Mass Regulars,-305.34899099033953
14234,23,4,775.46,Mass Regulars,61.44966614950489
14362,23,1,161.2,Mass Regulars,
15081,23,5,504.8,Mass Regulars,47.930474568633386
16809,24,5,914.69,Mass Regulars,78.91453494615749
16804,24,3,536.99,Mass Regulars,-226.7467392339196
12731,24,12,18895.91,Loyal High-Value,229.08056269238676
14057,24,17,6217.96,Loyal High-Value,124.77871210445255
15900,24,1,351.11,Mass Regulars,
14426,24,10,4481.67,Mass Regulars,210.21003887249537
13447,24,3,1129.14,Mass Regulars,557.6943029083171
18246,24,2,596.1,Mass Regulars,-28.880099445317263
18167,24,3,1384.86,Mass Regulars,163.01370130727986
15051,24,3,1391.61,Mass Regulars,385.3705218514039
15967,24,2,418.83,Mass Regulars,-200.08533947852757
16469,24,4,650.43,Mass Regulars,318.1141394206918
12640,24,3,1174.58,Mass Regulars,262.0119070902721
13285,24,4,2709.12,Mass Regulars,142.05559661342454
13500,24,3,1166.77,Mass Regulars,290.0718662605465
13629,24,11,7792.36,Mass Regulars,37.85111802972943
16669,24,3,1374.87,Mass Regulars,-1041.0351589797688
18059,24,3,306.46,Mass Regulars,56.235093254218135
17368,24,8,1912.67,Mass Regulars,81.1048016295735
15584,24,4,725.11,Mass Regulars,226.83631739294637
16245,24,3,1413.66,Mass Regulars,158.9756734544212
12910,24,8,3075.04,Mass Regulars,53.391175432606005
17549,24,2,148.86,Mass Regulars,-67.26250094244624
14507,24,6,1383.18,Mass Regulars,106.98245777055958
12626,24,9,6620.48,Mass Regulars,195.56790305989782
16085,24,5,981.51,Mass Regulars,133.32311999049477
13449,24,1,291.88,Mass Regulars,
18006,24,1,444.68,Mass Regulars,
14286,24,3,4628.75,Mass Regulars,221.50355148073987
16999,24,2,484.82,Mass Regulars,-48.558346648872835
16008,24,3,478.78,Mass Regulars,62.500645123829976
16855,24,2,328.4,Mass Regulars,-362.7509058745207
18075,24,10,2611.75,Mass Regulars,125.97516921419509
13894,24,3,564.62,Mass Regulars,-90.71316166069417
17680,24,1,184.4,Mass Regulars,
13131,24,3,1073.3,Mass Regulars,106.69072115094166
15269,24,1,408.8,Mass Regulars,
17198,24,3,692.22,Mass Regulars,87.81231969889477
12991,24,2,503.76,Mass Regulars,-172.3425619788567
15110,24,4,996.1,Mass Regulars,107.4701828883487
15432,24,1,171.19,Mass Regulars,
14948,24,6,1101.97,Mass Regulars,59.05139421719907
13575,24,5,732.07,Mass Regulars,56.324304729175495
14898,24,6,1303.52,Mass Regulars,98.97967240286013
14851,24,2,511.35,Mass Regulars,-50.90362653049215
13926,24,1,223.85,Mass Regulars,
12993,24,4,414.76,Mass Regulars,22.823109982462263
17896,24,1,256.32,Mass Regulars,
13816,24,2,571.67,Mass Regulars,-269.3779577223518
16204,24,1,405.71,Mass Regulars,
16916,24,2,576.26,Mass Regulars,-279.1986375466601
14626,24,4,2791.27,Mass Regulars,226.47215886254335
17596,24,7,2827.93,Mass Regulars,114.4289731808706
16717,24,6,3858.38,Mass Regulars,202.14849846309681
17377,24,20,4100.92,Loyal High-Value,250.94673629602298
12500,24,11,4257.82,Mass Regulars,92.64574823626153
13939,24,3,568.55,Mass Regulars,30.693417384179483
15805,24,17,5528.48,Loyal High-Value,208.14138311163913
13455,25,2,1058.34,Mass Regulars,-96.7391280504834
17540,25,2,578.9,Mass Regulars,-96.18503059159104
15981,25,8,3408.48,Mass Regulars,62.46640468549206
14544,25,2,2024.45,Mass Regulars,-211.80354007181887
15556,25,1,279.77,Mass Regulars,
15758,25,1,205.25,Mass Regulars,
15720,25,1,598.73,Mass Regulars,
15679,25,4,781.28,Mass Regulars,83.27327410648475
12883,25,4,703.47,Mass Regulars,-575.289191887555
16423,25,1,346.12,Mass Regulars,
15582,25,3,682.91,Mass Regulars,63.388302204997224
13735,25,4,2885.24,Mass Regulars,376.3691257846387
14715,25,4,867.38,Mass Regulars,94.88704882137074
16557,25,2,281.85,Mass Regulars,-53.81572279214259
13614,25,4,1610.46,Mass Regulars,322.36007283337784
13058,25,3,271.4,Mass Regulars,46.9359292811191
13066,25,2,470.8,Mass Regulars,-772.1896689562706
17357,25,2,388.14,Mass Regulars,
14640,25,6,2125.08,Mass Regulars,161.32183438279208
13632,25,5,2121.27,Mass Regulars,156.66479625879379
17777,25,3,665.86,Mass Regulars,442.0768244416458
14714,25,1,160.19,Mass Regulars,
13236,25,2,744.85,Mass Regulars,-138.75603715280474
15419,25,1,135.86,Mass Regulars,
17314,25,8,2527.92,Mass Regulars,96.5700495495614
14522,25,4,974.54,Mass Regulars,18.93697402018297
18181,25,1,382.8,Mass Regulars,
14725,25,1,718.08,Mass Regulars,
14853,25,2,475.8,Mass Regulars,-86.2070161531603
17220,25,14,3198.25,Mass Regulars,281.83632500651186
12676,25,6,1331.39,Mass Regulars,94.54766502480412
15524,25,1,440.0,Mass Regulars,
12415,25,21,124914.53,Elite,541.6981466288996
14666,25,1,195.25,Mass Regulars,
13410,25,5,1003.06,Mass Regulars,23.258711711910493
18123,25,2,589.44,Mass Regulars,-305.62913868179857
18043,25,3,559.51,Mass Regulars,113.48089847110862
13846,25,3,865.06,Mass Regulars,88.16197820387838
15955,25,14,4416.26,Mass Regulars,122.8019537256991
17510,25,1,308.48,Mass Regulars,
18259,25,3,2338.6,Mass Regulars,80.87861442367247
14533,25,7,1949.72,Mass Regulars,21.456178779954747
12890,25,1,380.47,Mass Regulars,
17974,25,3,740.79,Mass Regulars,325.9776222181159
16240,25,2,3718.8,Mass Regulars,-1062.3571556554264
17153,25,1,213.78,Mass Regulars,
12933,25,3,607.53,Mass Regulars,230.44954872621355
17564,25,3,454.01,Mass Regulars,269.832658603069
